procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3698720 383740 2771508    0    0     0    62  225  489  0  0 100  0  0
 0  0 106980 3696672 383740 2771528    0    0     0   232  237  499  1  1 98  0  0
 0  0 106980 3696364 383740 2771528    0    0     0    26  221  484  1  0 99  1  0
 0  0 106980 3696364 383740 2771528    0    0     0    42  223  482  0  0 100  0  0
 1  0 106980 3698552 383740 2771532    0    0     0    28  242  545  1  2 98  0  0
 0  0 106980 3698348 383740 2771584    0    0     0     4  238  504  1  0 99  0  0
 0  0 106980 3696860 383740 2771604    0    0     0   108  249  527  2  1 98  0  0
 0  0 106980 3695000 383740 2771604    0    0     0     0  254  524  2  0 99  0  0
 0  0 106980 3695000 383740 2771604    0    0     0     0  256  525  2  1 97  0  0
 0  0 106980 3698648 383740 2771480    0    0     0   122  281  566  2  1 97  1  0
 0  0 106980 3698720 383740 2771468    0    0     0     2  261  523  1  1 99  0  0
 0  0 106980 3696672 383740 2771504    0    0     0    12  272  546  1  1 98  0  0
 0  0 106980 3696488 383740 2771504    0    0     0    74  266  547  1  0 99  0  0
 0  0 106980 3698712 383740 2771592    0    0     0     6  265  559  1  1 98  0  0
 0  0 106980 3698716 383740 2771564    0    0     0    10  271  550  1  0 99  0  0
 1  0 106980 3696548 383740 2771584    0    0     0    56  264  526  0  1 99  0  0
 0  0 106980 3698696 383740 2771584    0    0     0    26  287  598  2  1 98  0  0
 0  0 106980 3698720 383740 2771596    0    0     0    56  261  516  1  0 99  0  0
 0  0 106980 3698720 383740 2771500    0    0     0    12  270  540  1  1 98  0  0
 0  0 106980 3696636 383740 2771504    0    0     0    38  269  543  2  1 98  0  0
 0  0 106980 3696548 383740 2771532    0    0     0    82  269  534  1  0 99  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3698720 383740 2771552    0    0     0    14  265  538  0  1 98  0  0
 0  0 106980 3695496 383740 2771576    0    0     0     4  266  548  1  0 99  0  0
 1  0 106980 3694008 383740 2771576    0    0     0    50  271  538  3  0 97  0  0
 1  0 106980 3698684 383740 2771492    0    0     0    18  281  584  2  1 97  0  0
 0  0 106980 3698720 383740 2771488    0    0     0     0  249  513  0  1 99  0  0
 0  0 106980 3696548 383740 2771556    0    0     0   210  246  518  1  0 98  1  0
 0  0 106980 3696364 383740 2771556    0    0     0     2  239  510  1  1 99  0  0
 0  0 106980 3696364 383740 2771556    0    0     0     0  233  504  1  1 99  0  0
 0  0 106980 3698564 383740 2771560    0    0     0    56  258  553  0  1 99  0  0
 0  0 106980 3698596 383740 2771568    0    0     0     4  236  514  1  0 99  0  0
 0  0 106980 3696548 383740 2771588    0    0     0     8  252  518  1  1 99  0  0
 0  0 106980 3696364 383740 2771588    0    0     0    82  249  516  1  0 99  0  0
 0  0 106980 3696364 383740 2771588    0    0     0     0  242  508  0  1 99  0  0
 0  0 106980 3698468 383740 2771592    0    0     0   360  255  548  1  1 99  0  0
 0  0 106980 3698596 383740 2771600    0    0     0    82  258  537  1  1 99  0  0
 0  0 106980 3696548 383740 2771636    0    0     0    16  240  521  1  0 99  0  0
 0  0 106980 3695620 383740 2771648    0    0     0     0  255  536  1  1 98  0  0
 0  0 106980 3696804 383740 2771684    0    0     0    54  281  583  3  1 95  0  0
 0  0 106980 3698552 383740 2771624    0    0     0    12  272  557  1  1 98  0  0
 0  0 106980 3698596 383740 2771644    0    0     0    62  260  530  1  0 99  0  0
 0  0 106980 3698596 383740 2771644    0    0     0   270  262  526  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3698596 383740 2771644    0    0     0     0  258  517  1  0 99  0  0
 0  0 106980 3696760 383740 2771456    0    0     0    68  280  570  2  1 98  0  0
 0  0 106980 3696796 383740 2771476    0    0     0     4  273  551  0  0 100  0  0
 0  0 106980 3698720 383740 2771496    0    0     0     2  263  521  1  1 99  0  0
 0  0 106980 3697692 383740 2771500    0    0     0   140  278  583  1  2 98  0  0
 2  0 106980 3697724 383740 2771508    0    0     0     6  239  496  0  0 100  0  0
 0  0 106980 3697724 383740 2771508    0    0     0     0  242  514  0  1 99  0  0
 2  0 106980 3695624 383740 2771516    0    0     0    54  247  538  2  0 98  1  0
 2  0 106980 3695664 383740 2771524    0    0     0    12  235  507  1  0 99  0  0
 2  0 106980 3696040 383740 2771548    0    0     0   102  251  541  1  1 99  0  0
 2  0 106980 3694436 383740 2771620    0    0     0     8  267  556  1  1 98  0  0
90  0 106980 3564300 383740 2771684    0    0     0     2  611 2151 40 24 36  0  0
100  0 106980 3425428 383740 2771704    0    0     0   148  818 3254 70 30  0  0  0
65  0 106980 3262016 383740 2771636    0    0     0     6  845 3318 73 27  0  0  0
100  0 106980 3273644 383740 2771688    0    0     0    38  906 4603 71 29  0  0  0
98  0 106980 3324504 383740 2771720    0    0     0    80  885 4603 69 32  0  0  0
105  0 106980 3378440 383740 2771764    0    0     0    20  869 4661 66 34  0  0  0
147  0 106980 3406276 383740 2771792    0    0     0    80  844 3864 74 26  0  0  0
141  0 106980 3300312 383740 2771752    0    0     0    10  887 4650 67 33  0  0  0
90  0 106980 3436148 383740 2771820    0    0     0    50  925 5369 67 33  0  0  0
133  0 106980 3424860 383740 2771852    0    0     0    74  966 4047 73 27  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0 106980 3458312 383740 2771880    0    0     0     8  862 4463 74 26  0  0  0
93  0 106980 3530252 383740 2771912    0    0     0   166  789 3189 83 17  0  0  0
39  0 106980 3548724 383740 2771892    0    0     0    16  868 4550 64 36  0  0  0
152  0 106980 3580736 383740 2771940    0    0     0    22  923 3898 75 25  0  0  0
59  0 106980 3275224 383744 2772012    0    0     0   104  819 3401 62 38  0  0  0
109  0 106980 2970476 383744 2772088    0    0     0   222  947 3835 59 41  0  0  0
74  0 106980 2899700 383744 2772020    0    0     0   222 1000 5214 52 49  0  0  0
95  0 106980 2988888 383744 2772064    0    0     0     8  967 5536 54 46  0  0  0
61  0 106980 3135192 383748 2772136    0    0     0   340  931 5758 53 47  0  0  0
68  0 106980 3154636 383748 2772180    0    0     0    88  899 5099 56 45  0  0  0
78  0 106980 3254284 383748 2772172    0    0     0    26  927 5402 56 44  0  0  0
76  0 106980 3239760 383748 2772152    0    0     0    82  874 4786 53 48  0  0  0
16  0 106980 3172368 383748 2772112    0    0     0     8  843 4394 57 44  0  0  0
70  0 106980 3053788 383748 2772112    0    0     0   112  928 4488 51 49  0  0  0
92  0 106980 3153424 383748 2772156    0    0     0    66  914 5395 52 48  0  0  0
66  0 106980 3276060 383748 2772120    0    0     0    10  848 5136 56 44  0  0  0
90  0 106980 3100192 383748 2772220    0    0     0    42  851 3948 54 46  0  0  0
74  0 106980 2796804 383748 2772228    0    0     0    80  920 3950 55 45  0  0  0
58  0 106980 2987668 383748 2772280    0    0     0   124  959 5517 56 44  0  0  0
104  0 106980 3289460 383748 2772356    0    0     0   448  861 4855 65 35  0  0  0
55  0 106980 3557284 383748 2772416    0    0     0     6  817 4467 70 30  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34  0 106980 3403548 383748 2772444    0    0     0   110  808 3590 63 37  0  0  0
42  0 106980 3379904 383748 2772368    0    0     0     6  863 4790 57 43  0  0  0
88  0 106980 3314316 383748 2772412    0    0     0    28  861 4249 52 48  0  0  0
92  0 106980 3252760 383748 2772356    0    0     0    86  862 4539 56 44  0  0  0
87  0 106980 2985420 383748 2772388    0    0     0     4  865 3634 57 43  0  0  0
 9  0 106980 3120180 383748 2772384    0    0     0   432  890 4220 58 42  0  0  0
23  0 106980 3079132 383748 2772344    0    0     0    10  889 4589 50 51  0  0  0
82  0 106980 3065952 383748 2772396    0    0     0    38  902 4503 54 46  0  0  0
35  0 106980 3004432 383748 2772524    0    0     0    70  938 4564 51 49  0  0  0
70  0 106980 3130484 383748 2772524    0    0     0     8  912 5140 54 47  0  0  0
71  0 106980 3293360 383748 2772560    0    0     0   120  940 4860 52 48  0  0  0
58  0 106980 3331892 383748 2772440    0    0     0    18 1042 4723 51 49  0  0  0
99  0 106980 3458076 383748 2772364    0    0     0    18  920 4763 53 48  0  0  0
83  0 106980 3454344 383748 2772396    0    0     0    98  901 4327 52 49  0  0  0
46  0 106980 3556432 383748 2772476    0    0     0     4  842 4581 58 42  0  0  0
84  0 106980 3545432 383748 2772508    0    0     0   126  847 4089 52 49  0  0  0
68  0 106980 3493948 383748 2772548    0    0     0    74  835 4053 52 49  0  0  0
29  0 106980 3501480 383748 2772600    0    0     0    22  828 4008 55 45  0  0  0
78  0 106980 3336900 383748 2772624    0    0     0    96  807 3093 61 39  0  0  0
91  0 106980 3348748 383748 2772508    0    0     0    12  812 3261 68 32  0  0  0
61  0 106980 3448932 383748 2772568    0    0     0    24  847 4298 53 47  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
70  0 106980 3193604 383748 2772524    0    0     0    90  811 3271 60 41  0  0  0
10  0 106980 2977264 383748 2772620    0    0     0    96  905 3769 56 45  0  0  0
53  0 106980 3180496 383748 2772544    0    0     0    12  952 4628 48 52  0  0  0
 2  0 106980 3116276 383748 2772584    0    0     0    84  854 3804 56 44  0  0  0
22  0 106980 3095136 383748 2772612    0    0     0    28  819 3452 59 41  0  0  0
48  0 106980 2964396 383748 2772636    0    0     0    70  885 3909 50 51  0  0  0
58  0 106980 3389000 383748 2772688    0    0     0   340  864 4935 54 46  0  0  0
85  0 106980 3477072 383748 2772724    0    0     0     4  813 4131 53 47  0  0  0
92  0 106980 3306776 383748 2772668    0    0     0    70  817 3442 56 44  0  0  0
24  0 106980 3385872 383748 2772640    0    0     0    28  842 4223 52 49  0  0  0
75  0 106980 3452052 383748 2772672    0    0     0    90  818 4027 53 47  0  0  0
 1  0 106980 3201420 383748 2772720    0    0     0   100  820 3063 59 41  0  0  0
76  0 106980 2700000 383748 2772732    0    0     0     6  815 2392 56 44  0  0  0
68  0 106980 3066172 383748 2772756    0    0     0    56  972 3813 71 29  0  0  0
69  0 106980 3497740 383748 2772708    0    0     0   300  909 4707 45 55  0  0  0
61  0 106980 3511680 383748 2772672    0    0     0    94  829 4061 53 47  0  0  0
82  0 106980 3454008 383748 2772700    0    0     0    34  821 3567 56 44  0  0  0
 0  0 106980 3485856 383748 2772720    0    0     0    36  499 1938 23 17 60  0  0
 0  0 106980 3485764 383748 2772728    0    0     0    44  304  609  1  0 99  0  0
 0  0 106980 3485708 383748 2772728    0    0     0   124  323  640  1  1 98  0  0
 0  0 106980 3687696 383748 2772652    0    0     0    58  393 1352  5  7 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3687760 383748 2772596    0    0     0    98  296  582  1  1 98  0  0
 0  0 106980 3685464 383748 2772596    0    0     0     0  277  544  0  1 99  0  0
 1  0 106980 3684720 383748 2772596    0    0     0    28  280  556  3  1 97  0  0
 1  0 106980 3687548 383748 2772624    0    0     0   108  290  567  1  1 97  1  0
 0  0 106980 3687076 383748 2772672    0    0     0     4  306  609  0  0 89 11  0
 0  0 106980 3684936 383748 2772672    0    0     0    34  281  543  1  0 99  0  0
 0  0 106980 3684852 383748 2772672    0    0     0    62  289  574  1  1 97  2  0
 0  0 106980 3687456 383748 2772744    0    0     0    42  277  578  1  1 98  0  0
 0  0 106980 3687452 383748 2772748    0    0     0    66  284  552  0  0 100  0  0
 0  0 106980 3687456 383748 2772772    0    0     0    80  279  532  1  1 98  0  0
 0  0 106980 3688352 383752 2772772    0    0     0   322  307  597  1  1 98  0  0
 0  0 106980 3688324 383752 2772784    0    0     0     0  246  498  0  1 99  0  0
 0  0 106980 3688312 383752 2772784    0    0     0    64  252  535  0  1 99  0  0
 0  0 106980 3688476 383752 2772640    0    0     0    34  270  563  2  2 97  0  0
 0  0 106980 3688448 383752 2772628    0    0     0    76  261  521  0  0 99  0  0
 0  0 106980 3688572 383752 2772648    0    0     0   140  260  522  1  0 99  0  0
 1  0 106980 3686340 383752 2772648    0    0     0     0  254  527  1  1 99  0  0
 1  0 106980 3686340 383752 2772648    0    0     0    40  258  518  3  1 97  0  0
 0  0 106980 3688504 383752 2772672    0    0     0    18  262  551  1  0 99  0  0
 0  0 106980 3688324 383752 2772680    0    0     0     2  284  583  1  1 99  0  0
 0  0 106980 3688428 383752 2772744    0    0     0   122  265  539  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3684604 383752 2772744    0    0     0    10  259  542  2  0 98  0  0
 0  0 106980 3684604 383752 2772744    0    0     0     2  249  515  1  0 99  0  0
 0  0 106980 3688308 383752 2772824    0    0     0    86  272  567  1  1 98  0  0
 0  0 106980 3688324 383752 2772804    0    0     0    26  254  513  1  0 99  1  0
 0  0 106980 3688260 383752 2772824    0    0     0    76  278  529  1  1 99  0  0
 0  0 106980 3685968 383752 2772824    0    0     0    60  258  515  1  1 99  0  0
 0  0 106980 3685968 383752 2772824    0    0     0     0  235  497  1  0 99  0  0
 0  0 106980 3688252 383752 2772832    0    0     0    20  246  530  2  1 98  0  0
 0  0 106980 3688324 383752 2772840    0    0     0    48  242  513  0  1 99  0  0
 0  0 106980 3688324 383752 2772860    0    0     0   296  257  525  0  1 99  0  0
 0  0 106980 3685968 383752 2772860    0    0     0     0  261  529  1  1 99  0  0
 0  0 106980 3685488 383752 2772760    0    0     0    50  293  565  4  1 96  0  0
 0  0 106980 3688820 383752 2772684    0    0     0    34  288  596  2  1 97  0  0
 0  0 106980 3688820 383752 2772692    0    0     0     0  268  530  1  1 99  0  0
 0  0 106980 3688324 383752 2772784    0    0     0    94  276  552  1  0 99  0  0
 0  0 106980 3684852 383752 2772784    0    0     0     2  285  579  2  1 97  0  0
 0  0 106980 3688404 383752 2772788    0    0     0    80  290  588  0  1 98  1  0
 0  0 106980 3688396 383752 2772792    0    0     0     6  279  564  1  1 99  0  0
 0  0 106980 3688444 383752 2772812    0    0     0     0  280  517  0  0 100  0  0
 0  0 106980 3688304 383752 2772816    0    0     0    60  299  602  1  1 98  0  0
 0  0 106980 3688336 383752 2772824    0    0     0    22  265  515  0  1 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3688324 383752 2772824    0    0     0     0  276  539  0  0 100  0  0
 0  0 106980 3688220 383752 2772828    0    0     0   130  272  549  1  1 98  0  0
 0  0 106980 3688200 383752 2772836    0    0     0     2  250  508  0  0 100  0  0
 0  0 106980 3688324 383752 2772856    0    0     0    42  257  523  1  1 98  0  0
 0  0 106980 3686092 383752 2772856    0    0     0     2  265  540  1  0 99  0  0
 1  0 106980 3688360 383752 2772824    0    0     0    14  290  581  4  1 95  0  0
 1  0 106980 3688440 383752 2772816    0    0     0   432  290  563  0  1 98  0  0
 0  0 106980 3688200 383752 2772852    0    0     0    10  277  549  0  1 99  0  0
 0  0 106980 3688324 383752 2772872    0    0     0    80  273  553  1  1 98  0  0
 0  0 106980 3685348 383752 2772900    0    0     0    60  281  555  1  1 98  0  0
 0  0 106980 3684108 383752 2772900    0    0     0     0  272  548  2  1 98  0  0
 0  0 106980 3688268 383752 2772904    0    0     0    74  292  588  1  1 98  0  0
 0  0 106980 3688324 383752 2772912    0    0     0     2  271  525  1  1 99  0  0
 0  0 106980 3688324 383752 2772932    0    0     0     2  278  541  1  1 99  0  0
