procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3697112 383740 2770580    0    0     0     0  250  496  1  0 99  0  0
 0  0 106980 3698604 383740 2770492    0    0     0    54  290  578  2  1 97  1  0
 0  0 106980 3698660 383740 2770476    0    0     0     0  251  510  1  1 99  0  0
 0  0 106980 3696612 383740 2770540    0    0     0    10  260  531  0  1 99  0  0
 0  0 106980 3698704 383740 2770544    0    0     0   234  281  564  2  1 97  0  0
 0  0 106980 3698784 383740 2770552    0    0     0     2  255  512  1  0 99  0  0
 0  0 106980 3696612 383740 2770572    0    0     0    96  238  507  0  1 99  1  0
 0  0 106980 3696616 383740 2770572    0    0     0    12  253  532  1  0 99  0  0
 0  0 106980 3696676 383740 2770572    0    0     0     6  263  530  3  1 96  0  0
 0  0 106980 3699524 383740 2770576    0    0     0   640  281  565  2  1 98  0  0
 0  0 106980 3699528 383740 2770532    0    0     0     2  291  565  1  0 99  0  0
 0  0 106980 3695488 383740 2770580    0    0     0    34  271  543  1  1 99  0  0
 0  0 106980 3694564 383740 2770580    0    0     0    80  266  533  2  1 98  0  0
 0  0 106980 3694564 383740 2770580    0    0     0     0  258  512  1  0 99  0  0
 0  0 106980 3699752 383740 2770584    0    0     0    22  278  578  1  1 98  0  0
 0  0 106980 3699772 383740 2770592    0    0     0    42  253  521  1  0 99  1  0
 0  0 106980 3697600 383740 2770676    0    0     0   128  277  530  1  1 98  0  0
 0  0 106980 3697540 383740 2770676    0    0     0    26  256  516  1  1 99  0  0
 0  0 106980 3697540 383740 2770676    0    0     0    54  253  511  1  0 99  0  0
 0  0 106980 3699584 383740 2770504    0    0     0    34  271  570  1  1 98  0  0
 0  0 106980 3699648 383740 2770436    0    0     0     4  273  534  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3697724 383740 2770432    0    0     0   208  287  552  1  1 99  0  0
 0  0 106980 3697788 383740 2770432    0    0     0     0  263  534  1  1 99  0  0
 0  0 106980 3697788 383740 2770432    0    0     0     2  278  538  2  0 98  0  0
 1  0 106980 3699712 383740 2770336    0    0     0   106  296  593  2  1 97  1  0
 0  0 106980 3699648 383740 2770372    0    0     0     2  275  544  1  1 99  0  0
 0  0 106980 3699648 383740 2770392    0    0     0    32  284  556  1  1 99  0  0
 0  0 106980 3697044 383740 2770416    0    0     0    58  276  555  1  1 99  0  0
 0  0 106980 3699820 383740 2770416    0    0     0     8  287  586  2  1 98  0  0
 0  0 106980 3697640 383740 2770528    0    0     0    10  295  580  1  1 98  0  0
 0  0 106980 3697724 383740 2770508    0    0     0    64  265  527  0  1 99  0  0
 0  0 106980 3697668 383740 2770508    0    0     0    34  304  596  2  1 98  0  0
 0  0 106980 3697660 383740 2770520    0    0     0     0  272  519  0  1 99  0  0
 0  0 106980 3697660 383740 2770520    0    0     0    52  275  538  1  0 99  1  0
 0  0 106980 3695704 383740 2770436    0    0     0    46  288  567  1  1 99  0  0
 0  0 106980 3695736 383740 2770420    0    0     0     2  267  528  0  0 100  0  0
 0  0 106980 3697716 383740 2770440    0    0     0    98  276  540  1  1 98  0  0
 0  0 106980 3696108 383740 2770440    0    0     0     0  269  537  1  0 99  0  0
 0  0 106980 3696116 383740 2770440    0    0     0     0  249  509  3  0 97  0  0
 0  0 106980 3698736 383740 2770440    0    0     0   364  262  552  1  1 98  0  0
 0  0 106980 3698596 383740 2770448    0    0     0     2  232  506  0  0 100  0  0
 0  0 106980 3696672 383740 2770488    0    0     0    62  241  507  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3695992 383740 2770516    0    0     0    76  234  537  1  0 99  1  0
 0  0 106980 3697108 383740 2770588    0    0     0    12  240  525  1  1 98  0  0
 0  0 106980 3699024 383740 2770592    0    0     0    76  248  559  1  1 98  0  0
 0  0 106980 3699092 383740 2770600    0    0     0     2  230  487  1  0 99  0  0
 0  0 106980 3697044 383740 2770620    0    0     0     8  249  513  1  1 99  0  0
 0  0 106980 3696984 383740 2770620    0    0     0    80  238  510  1  1 98  0  0
 0  0 106980 3696984 383740 2770620    0    0     0     0  224  491  1  0 99  0  0
 1  0 106980 3699040 383740 2770524    0    0     0    40  253  540  1  1 98  0  0
 0  0 106980 3699092 383740 2770516    0    0     0    68  250  509  1  0 99  0  0
 0  0 106980 3697044 383740 2770536    0    0     0    12  257  520  0  1 99  0  0
 0  0 106980 3697108 383740 2770536    0    0     0     0  263  530  1  0 99  0  0
 0  0 106980 3697108 383740 2770536    0    0     0    36  278  539  2  0 97  1  0
 0  0 106980 3699036 383740 2770540    0    0     0    20  278  560  1  1 98  0  0
 0  0 106980 3698968 383740 2770548    0    0     0    12  274  546  1  0 99  0  0
 0  0 106980 3696920 383740 2770600    0    0     0   110  277  567  1  1 98  0  0
 0  0 106980 3696860 383740 2770600    0    0     0     0  272  561  1  1 99  0  0
 0  0 106980 3698888 383740 2770628    0    0     0    78  283  587  1  1 98  0  0
 0  0 106980 3697108 383740 2770688    0    0     0    80  287  580  1  1 98  0  0
 0  0 106980 3698968 383740 2770708    0    0     0     4  267  535  1  0 99  0  0
 0  0 106980 3698788 383740 2770708    0    0     0    62  297  611  2  1 98  0  0
 0  0 106980 3698844 383740 2770720    0    0     0    10  258  517  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3698844 383740 2770720    0    0     0     0  261  531  1  0 99  0  0
 0  0 106980 3696896 383740 2770652    0    0     0    48  276  567  1  1 99  0  0
 0  0 106980 3696920 383740 2770632    0    0     0     0  265  522  0  1 99  0  0
 0  0 106980 3696920 383740 2770632    0    0     0    68  272  534  1  0 99  0  0
 0  0 106980 3696920 383740 2770632    0    0     0     0  275  528  1  1 99  0  0
 0  0 106980 3696920 383740 2770660    0    0     0     0  285  548  2  1 96  0  0
 0  0 106980 3699056 383740 2770664    0    0     0    70  287  587  1  1 98  0  0
 0  0 106980 3699092 383740 2770688    0    0     0     0  255  513  0  0 100  0  0
 0  0 106980 3696920 383740 2770756    0    0     0    68  258  533  1  1 99  0  0
 0  0 106980 3696860 383740 2770772    0    0     0    84  239  508  2  1 98  0  0
 0  0 106980 3696736 383740 2770780    0    0     0     2  230  508  0  1 99  0  0
 0  0 106980 3699424 383740 2770804    0    0     0   104  250  566  2  1 97  0  0
 0  0 106980 3699464 383740 2770812    0    0     0     2  227  490  0  1 99  0  0
 1  0 106980 3697416 383740 2770832    0    0     0    94  265  523  1  1 98  0  0
 0  0 106980 3697356 383740 2770832    0    0     0    40  248  526  1  0 99  0  0
 0  0 106980 3697356 383740 2770832    0    0     0     0  229  489  0  1 99  0  0
 0  0 106980 3699272 383740 2770836    0    0     0    44  245  541  1  1 98  1  0
 0  0 106980 3699340 383740 2770844    0    0     0    44  243  512  1  0 99  0  0
 0  0 106980 3697292 383740 2770864    0    0     0   140  261  535  1  1 99  0  0
 0  0 106980 3697292 383740 2770864    0    0     0     0  262  518  1  0 99  0  0
 0  0 106980 3697340 383740 2770856    0    0     0    48  294  602  4  2 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3699232 383740 2770808    0    0     0    28  287  565  1  2 98  0  0
 0  0 106980 3699216 383740 2770824    0    0     0     2  280  542  0  0 100  0  0
 0  0 106980 3699308 383740 2770736    0    0     0   130  283  563  1  0 99  0  0
 0  0 106980 3699092 383740 2770764    0    0     0    12  281  549  0  1 98  0  0
 0  0 106980 3699280 383740 2770784    0    0     0    86  283  564  1  1 98  0  0
 0  0 106980 3699288 383740 2770792    0    0     0    14  272  538  1  1 99  0  0
 0  0 106980 3697168 383740 2770812    0    0     0     2  271  533  1  0 99  0  0
 0  0 106980 3699284 383740 2770812    0    0     0    50  281  595  2  1 98  0  0
 0  0 106980 3699340 383740 2770824    0    0     0     0  235  494  1  0 99  0  0
 0  0 106980 3699336 383740 2770824    0    0     0     0  250  514  1  0 99  0  0
 0  0 106980 3697300 383740 2770832    0    0     0   134  276  555  1  0 99  0  0
 0  0 106980 3697292 383740 2770848    0    0     0     0  249  509  1  0 99  0  0
 0  0 106980 3697292 383740 2770848    0    0     0     2  248  529  0  1 99  0  0
 0  0 106980 3699216 383740 2770920    0    0     0    52  267  534  1  1 99  0  0
 0  0 106980 3699216 383740 2770920    0    0     0     2  274  538  3  0 97  0  0
 0  0 106980 3697224 383740 2770784    0    0     0   252  288  586  1  1 98  0  0
 0  0 106980 3697280 383740 2770784    0    0     0    12  273  548  0  1 99  0  0
 0  0 106980 3699464 383740 2770804    0    0     0   302  275  548  1  1 99  0  0
 0  0 106980 3697728 383740 2770804    0    0     0    90  259  551  1  0 99  0  0
 0  0 106980 3696984 383740 2770848    0    0     0     0  247  533  1  1 99  0  0
 0  0 106980 3699544 383740 2770736    0    0     0    68  274  588  2  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3699584 383740 2770752    0    0     0    72  230  501  1  0 99  1  0
 0  0 106980 3699524 383740 2770752    0    0     0    28  243  501  0  1 99  0  0
 0  0 106980 3699588 383740 2770756    0    0     0     2  227  482  0  0 100  0  0
 0  0 106980 3699588 383740 2770756    0    0     0    10  232  492  1  1 99  0  0
 0  0 106980 3697484 383740 2770760    0    0     0     8  244  535  0  1 99  0  0
 0  0 106980 3699328 383740 2770860    0    0     0    14  260  542  1  1 98  0  0
 0  0 106980 3699340 383740 2770840    0    0     0    60  255  531  1  0 98  0  0
 0  0 106980 3697604 383740 2770840    0    0     0     2  264  535  1  1 99  0  0
 0  0 106980 3697604 383740 2770840    0    0     0     0  281  531  3  0 97  0  0
 0  0 106980 3698992 383740 2770848    0    0     0   158  292  568  1  1 98  0  0
 0  0 106980 3699092 383740 2770868    0    0     0     0  271  531  1  1 99  0  0
 0  0 106980 3699092 383740 2770868    0    0     0   238  275  549  1  0 99  0  0
 0  0 106980 3699028 383740 2770868    0    0     0     0  275  522  1  1 99  0  0
 0  0 106980 3697120 383740 2770888    0    0     0     8  280  568  1  1 98  0  0
 0  0 106980 3697164 383740 2770916    0    0     0   102  273  543  1  0 99  0  0
 0  0 106980 3699216 383740 2770936    0    0     0     2  261  518  1  1 99  0  0
 0  0 106980 3699312 383740 2770772    0    0     0    20  326  639  2  1 98  0  0
 0  0 106980 3699340 383740 2770816    0    0     0    84  241  502  0  0 99  0  0
 0  0 106980 3699340 383740 2770816    0    0     0     2  251  533  1  0 99  0  0
 0  0 106980 3697280 383740 2770892    0    0     0    22  270  549  1  1 98  0  0
 0  0 106980 3697292 383740 2770892    0    0     0    62  251  523  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3697292 383740 2770892    0    0     0    10  246  510  0  0 100  0  0
 0  0 106980 3697292 383740 2770892    0    0     0     0  255  518  0  0 100  0  0
 1  0 106980 3697168 383740 2770892    0    0     0    14  261  516  3  0 97  0  0
 0  0 106980 3699352 383740 2770896    0    0     0     6  263  536  1  1 99  0  0
 0  0 106980 3699340 383740 2770916    0    0     0     2  257  509  1  0 99  0  0
 0  0 106980 3697280 383740 2770936    0    0     0   114  272  547  0  1 98  0  0
 0  0 106980 3697108 383740 2770936    0    0     0     0  257  519  1  0 99  0  0
 0  0 106980 3696736 383740 2770848    0    0     0     0  251  525  0  1 98  0  0
 0  0 106980 3699208 383740 2770876    0    0     0   104  275  580  1  1 98  0  0
 0  0 106980 3699216 383740 2770892    0    0     0     0  263  534  1  1 99  0  0
 0  0 106980 3699216 383740 2770892    0    0     0   232  263  521  1  0 99  0  0
 0  0 106980 3697132 383740 2770996    0    0     0    46  240  525  1  1 98  0  0
 0  0 106980 3697168 383740 2770960    0    0     0     2  237  503  1  0 99  0  0
 0  0 106980 3699160 383740 2770964    0    0     0   138  279  558  1  2 98  0  0
 1  0 106980 3699216 383740 2770972    0    0     0     4  274  531  1  0 99  0  0
 0  0 106980 3697292 383740 2770836    0    0     0     6  285  566  1  1 98  0  0
 0  0 106980 3697232 383740 2770836    0    0     0    54  270  550  1  0 99  0  0
 0  0 106980 3697232 383740 2770836    0    0     0     0  277  535  2  0 98  0  0
 0  0 106980 3699300 383740 2770836    0    0     0    10  287  571  1  1 98  0  0
 1  0 106980 3699340 383740 2770844    0    0     0    58  299  586  1  1 99  0  0
 0  0 106980 3697168 383740 2770864    0    0     0     8  283  545  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3697108 383740 2770864    0    0     0    10  280  559  1  1 98  0  0
 0  0 106980 3699300 383740 2770864    0    0     0    78  289  571  1  1 98  1  0
 0  0 106980 3698968 383740 2770888    0    0     0    82  291  562  1  0 99  0  0
 1  0 106980 3697164 383740 2770908    0    0     0     6  288  563  1  1 99  0  0
 0  0 106980 3697356 383740 2771008    0    0     0    84  286  584  2  1 97  0  0
 0  0 106980 3699292 383740 2771012    0    0     0     8  264  554  2  0 98  0  0
 0  0 106980 3692016 383740 2771024    0    0     0    70  267  541  1  1 98  0  0
 0  0 106980 3698760 383740 2771032    0    0     0    46  275  548  1  1 98  0  0
 0  0 106980 3698844 383740 2771048    0    0     0     0  268  528  1  0 99  0  0
 0  0 106980 3698844 383740 2771048    0    0     0   216  267  530  1  0 99  0  0
 0  0 106980 3698844 383740 2771048    0    0     0     0  261  518  0  1 99  0  0
 0  0 106980 3698844 383740 2771048    0    0     0     0  264  519  3  0 97  0  0
 0  0 106980 3696876 383740 2771000    0    0     0    50  269  554  1  1 98  1  0
 0  0 106980 3696920 383740 2770936    0    0     0     2  289  575  1  0 99  0  0
 0  0 106980 3698968 383740 2770956    0    0     0     8  262  526  1  1 99  0  0
 0  0 106980 3696860 383740 2770956    0    0     0    56  250  517  1  1 98  0  0
 0  0 106980 3696860 383740 2770956    0    0     0     2  256  513  0  1 99  0  0
 1  0 106980 3698904 383740 2771060    0    0     0    48  292  625  2  1 98  0  0
 0  0 106980 3698844 383740 2771072    0    0     0   110  261  528  1  0 99  0  0
 0  0 106980 3696984 383740 2771092    0    0     0   106  281  537  1  1 98  0  0
 0  0 106980 3695620 383740 2771092    0    0     0     0  252  521  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3695620 383740 2771092    0    0     0    32  251  511  1  0 99  1  0
 0  0 106980 3699064 383740 2771096    0    0     0     8  264  561  0  1 99  0  0
 0  0 106980 3699092 383740 2771104    0    0     0     2  266  524  1  0 99  0  0
 0  0 106980 3697044 383740 2771124    0    0     0    46  261  532  0  1 99  0  0
 0  0 106980 3697108 383740 2771124    0    0     0     0  267  533  1  0 99  0  0
 0  0 106980 3696984 383740 2771124    0    0     0     0  271  528  3  1 97  0  0
 0  0 106980 3698880 383740 2771128    0    0     0    84  287  570  1  1 98  0  0
 0  0 106980 3698968 383740 2771136    0    0     0     2  273  535  0  0 100  0  0
 0  0 106980 3696920 383740 2771156    0    0     0   178  282  543  1  1 99  0  0
 0  0 106980 3696860 383740 2771156    0    0     0    60  272  550  1  1 97  0  0
 0  0 106980 3699092 383740 2770984    0    0     0    24  276  577  3  1 97  0  0
 0  0 106980 3699092 383740 2770992    0    0     0    10  278  541  1  1 99  0  0
 0  0 106980 3697168 383740 2771040    0    0     0   100  252  515  0  1 99  0  0
 0  0 106980 3699060 383740 2771040    0    0     0    30  294  610  2  0 98  0  0
 0  0 106980 3699092 383740 2771076    0    0     0    24  257  502  1  0 99  0  0
 0  0 106980 3697480 383740 2771076    0    0     0    60  257  531  1  1 98  0  0
 0  0 106980 3699132 383740 2771080    0    0     0    92  272  551  0  1 99  0  0
 0  0 106980 3699216 383740 2771088    0    0     0    46  252  512  1  0 99  1  0
 0  0 106980 3697168 383740 2771108    0    0     0     2  262  525  1  1 98  0  0
 0  0 106980 3696984 383740 2771108    0    0     0     0  273  537  2  0 99  0  0
 0  0 106980 3696984 383740 2771108    0    0     0    28  259  513  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3699180 383740 2771108    0    0     0    16  269  553  1  1 98  0  0
 0  0 106980 3699216 383740 2771028    0    0     0    10  257  524  1  0 99  0  0
 0  0 106980 3697168 383740 2771040    0    0     0    92  272  540  1  1 98  0  0
 0  0 106980 3697108 383740 2771040    0    0     0     0  256  530  1  1 99  0  0
 0  0 106980 3697108 383740 2771040    0    0     0     0  251  509  0  1 99  0  0
 1  0 106980 3699176 383740 2770968    0    0     0   564  296  593  1  2 97  1  0
 0  0 106980 3699216 383740 2770984    0    0     0     2  254  518  1  1 99  0  0
 0  0 106980 3697168 383740 2771048    0    0     0    38  271  524  1  1 99  0  0
 0  0 106980 3697232 383740 2771048    0    0     0   118  265  524  1  0 99  0  0
 0  0 106980 3697232 383740 2771052    0    0     0     0  251  512  1  1 99  0  0
 0  0 106980 3699048 383740 2771056    0    0     0     8  261  556  1  1 99  0  0
 0  0 106980 3699092 383740 2771064    0    0     0    46  251  510  1  0 99  1  0
 0  0 106980 3697044 383740 2771084    0    0     0    76  257  529  1  1 99  0  0
 0  0 106980 3696984 383740 2771084    0    0     0     2  266  537  1  0 99  0  0
 0  0 106980 3696984 383740 2771084    0    0     0    38  277  544  3  1 97  0  0
 0  0 106980 3699064 383740 2771088    0    0     0    20  280  580  2  1 97  0  0
 1  0 106980 3699092 383740 2771116    0    0     0     0  267  532  1  1 99  0  0
 0  0 106980 3696920 383740 2771180    0    0     0    96  283  557  0  1 99  0  0
 1  0 106980 3696860 383740 2771180    0    0     0    34  277  543  1  1 98  0  0
 0  0 106980 3698920 383740 2771184    0    0     0     8  273  557  1  1 98  0  0
 0  0 106980 3698968 383740 2771188    0    0     0   102  292  561  1  1 98  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3696920 383740 2771204    0    0     0     2  265  529  1  0 99  0  0
 0  0 106980 3699044 383740 2771048    0    0     0    36  301  601  2  1 97  0  0
 0  0 106980 3699092 383740 2771068    0    0     0    78  251  512  1  0 99  0  0
 0  0 106980 3698596 383740 2771096    0    0     0     4  253  529  0  1 99  0  0
 0  0 106980 3699008 383740 2771104    0    0     0     8  266  565  2  1 97  0  0
 0  0 106980 3699092 383740 2771120    0    0     0    60  251  517  0  0 99  1  0
 0  0 106980 3699088 383740 2771120    0    0     0     2  255  516  1  0 99  0  0
 0  0 106980 3699092 383740 2771120    0    0     0     0  265  521  1  0 99  0  0
 0  0 106980 3696968 383740 2771136    0    0     0    44  298  583  3  2 95  0  0
 0  0 106980 3699068 383740 2771192    0    0     0    58  285  568  1  1 98  0  0
 0  0 106980 3699092 383740 2771200    0    0     0     2  255  517  0  0 100  0  0
 0  0 106980 3697044 383740 2771220    0    0     0   104  257  528  1  1 98  0  0
 0  0 106980 3696860 383740 2771220    0    0     0     0  247  516  1  0 99  0  0
 0  0 106980 3696860 383740 2771220    0    0     0     0  251  514  0  1 99  0  0
 0  0 106980 3698800 383740 2771224    0    0     0    70  258  558  1  1 98  0  0
 0  0 106980 3698844 383740 2771232    0    0     0     2  252  511  0  0 100  0  0
 0  0 106980 3696796 383740 2771252    0    0     0   320  296  586  1  1 97  0  0
 0  0 106980 3696736 383740 2771264    0    0     0    26  259  522  1  0 99  0  0
 0  0 106980 3695992 383740 2771276    0    0     0     2  255  539  1  1 98  0  0
 0  0 106980 3697340 383740 2771172    0    0     0    76  276  583  2  2 97  0  0
 0  0 106980 3697356 383740 2771188    0    0     0     2  243  514  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3699092 383740 2771208    0    0     0     4  262  550  1  1 98  0  0
 0  0 106980 3696920 383740 2771276    0    0     0    70  263  543  1  1 99  0  0
 0  0 106980 3696736 383740 2771276    0    0     0     0  289  560  3  1 96  0  0
 0  0 106980 3698808 383740 2771284    0    0     0    50  272  557  2  1 98  0  0
 0  0 106980 3698844 383740 2771300    0    0     0     4  274  539  0  0 100  0  0
 0  0 106980 3698844 383740 2771300    0    0     0    62  264  520  1  0 99  0  0
 0  0 106980 3698844 383740 2771300    0    0     0    58  262  516  0  1 99  1  0
 0  0 106980 3696880 383740 2771304    0    0     0     8  264  545  1  1 99  0  0
 0  0 106980 3696916 383740 2771312    0    0     0     2  259  527  1  1 99  0  0
 0  0 106980 3698968 383740 2771328    0    0     0    40  260  522  0  1 99  0  0
 0  0 106980 3698692 383740 2771328    0    0     0    44  300  601  2  1 98  0  0
 0  0 106980 3698720 383740 2771348    0    0     0     2  249  515  1  1 99  0  0
 0  0 106980 3698720 383740 2771348    0    0     0    70  270  542  0  1 99  0  0
 0  0 106980 3696752 383740 2771336    0    0     0    50  285  582  1  2 97  1  0
 0  0 106980 3698732 383740 2771304    0    0     0    12  268  560  2  1 98  0  0
 0  0 106980 3698720 383740 2771360    0    0     0    84  257  536  1  0 99  0  0
 0  0 106980 3696488 383740 2771360    0    0     0     6  266  536  1  1 99  0  0
 0  0 106980 3696488 383740 2771360    0    0     0     0  262  525  2  0 98  0  0
 0  0 106980 3698564 383740 2771364    0    0     0    30  256  537  1  1 98  0  0
 0  0 106980 3698596 383740 2771384    0    0     0     0  240  508  1  0 99  0  0
 0  0 106980 3698596 383740 2771384    0    0     0    50  241  507  1  0 99  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3698596 383740 2771384    0    0     0     0  232  490  0  0 100  0  0
 0  0 106980 3698596 383740 2771384    0    0     0     0  227  505  1  1 99  0  0
 0  0 106980 3696516 383740 2771388    0    0     0   118  248  546  1  1 99  0  0
 0  0 106980 3696548 383740 2771396    0    0     0     4  221  480  1  1 99  0  0
 0  0 106980 3698596 383740 2771416    0    0     0    32  240  498  1  1 99  0  0
 0  0 106980 3696488 383740 2771320    0    0     0    72  230  522  1  1 98  0  0
 0  0 106980 3695744 383740 2771364    0    0     0     2  223  511  1  1 99  0  0
 0  0 106980 3696860 383740 2771440    0    0     0    50  242  549  2  1 98  0  0
 0  0 106980 3696860 383740 2771440    0    0     0    88  239  513  1  0 99  1  0
 0  0 106980 3696860 383740 2771440    0    0     0   256  240  505  0  0 100  0  0
 0  0 106980 3696860 383740 2771440    0    0     0     0  237  503  1  1 99  0  0
 0  0 106980 3696860 383740 2771440    0    0     0    24  264  528  3  0 97  0  0
 0  0 106980 3698700 383740 2771448    0    0     0     6  263  546  1  1 98  0  0
 0  0 106980 3698720 383740 2771468    0    0     0     4  262  531  0  0 100  0  0
 0  0 106980 3696672 383740 2771484    0    0     0    66  260  531  1  1 98  0  0
 0  0 106980 3696364 383740 2771484    0    0     0     2  254  537  1  1 99  0  0
 1  0 106980 3698428 383740 2771308    0    0     0    10  271  565  1  1 98  0  0
 0  0 106980 3698592 383740 2771312    0    0     0    68  262  537  1  0 99  0  0
 0  0 106980 3696548 383740 2771336    0    0     0     2  256  521  0  1 99  0  0
 0  0 106980 3698664 383740 2771336    0    0     0    60  325  655  2  1 85 13  0
 0  0 106980 3698720 383740 2771360    0    0     0    68  253  519  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3698224 383740 2771316    0    0     0    10  270  549  1  1 98  0  0
 0  0 106980 3698304 383740 2771324    0    0     0   374  284  599  2  1 98  0  0
 0  0 106980 3698344 383740 2771360    0    0     0    84  265  532  1  0 99  1  0
 0  0 106980 3698720 383740 2771376    0    0     0     4  268  555  1  1 98  0  0
 0  0 106980 3696364 383740 2771376    0    0     0     0  256  525  1  1 98  0  0
 0  0 106980 3696364 383740 2771376    0    0     0    28  257  521  3  1 97  0  0
 0  0 106980 3698552 383740 2771384    0    0     0    20  247  541  1  1 99  0  0
 0  0 106980 3698596 383740 2771392    0    0     0     4  243  511  0  0 100  0  0
 0  0 106980 3696548 383740 2771408    0    0     0    68  249  531  1  1 98  0  0
 0  0 106980 3696488 383740 2771408    0    0     0     0  245  510  0  1 99  0  0
 0  0 106980 3696488 383740 2771408    0    0     0     0  249  511  1  0 99  0  0
 0  0 106980 3698672 383740 2771248    0    0     0   256  269  576  2  1 97  1  0
 0  0 106980 3698720 383740 2771300    0    0     0     2  254  532  1  0 99  0  0
 0  0 106980 3696548 383740 2771388    0    0     0    10  271  520  1  1 99  0  0
 0  0 106980 3696364 383740 2771388    0    0     0   106  245  524  1  0 99  0  0
 0  0 106980 3696116 383740 2771300    0    0     0     0  240  515  1  0 99  0  0
 0  0 106980 3698548 383740 2771320    0    0     0    94  283  583  1  1 98  0  0
 0  0 106980 3698596 383740 2771336    0    0     0    80  265  527  0  1 99  1  0
 0  0 106980 3696672 383740 2771340    0    0     0    36  270  565  1  0 99  0  0
 0  0 106980 3698644 383740 2771344    0    0     0    58  272  565  1  1 98  0  0
 0  0 106980 3695248 383740 2771360    0    0     0     2  271  555  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3698664 383740 2771368    0    0     0    10  273  560  1  1 98  0  0
 0  0 106980 3698720 383740 2771384    0    0     0    54  290  581  1  1 99  0  0
 0  0 106980 3698720 383740 2771384    0    0     0    12  270  531  0  1 99  0  0
 0  0 106980 3698720 383740 2771384    0    0     0     0  249  512  1  0 99  0  0
 0  0 106980 3696752 383740 2771384    0    0     0    62  245  534  1  1 98  0  0
 0  0 106980 3698740 383740 2771484    0    0     0    12  256  541  1  1 99  0  0
 0  0 106980 3698720 383740 2771464    0    0     0     0  292  625  1  1 98  0  0
 0  0 106980 3698732 383740 2771340    0    0     0    80  316  691  2  1 96  0  0
 0  0 106980 3698720 383740 2771328    0    0     0    10  288  622  1  0 99  0  0
 0  0 106980 3698720 383740 2771328    0    0     0     0  291  630  1  1 99  0  0
 0  0 106980 3698728 383740 2771356    0    0     0   124  301  658  1  2 98  0  0
 1  0 106980 3698656 383740 2771376    0    0     0     0  293  634  1  1 99  0  0
 0  0 106980 3698224 383740 2771404    0    0     0   152  301  640  1  1 99  0  0
 0  0 106980 3696364 383740 2771404    0    0     0     2  294  645  1  0 99  0  0
 0  0 106980 3696364 383740 2771404    0    0     0     0  289  619  3  1 96  0  0
 0  0 106980 3698708 383740 2771408    0    0     0    42  298  652  1  1 98  1  0
 0  0 106980 3698716 383740 2771424    0    0     0     0  322  687  2  0 98  0  0
 0  0 106980 3698720 383740 2771424    0    0     0    14  294  626  1  1 99  0  0
 0  0 106980 3698720 383740 2771424    0    0     0    44  247  516  1  0 99  0  0
 3  0 106980 3696672 383740 2771500    0    0     0    14  254  528  1  0 99  0  0
 0  0 106980 3698664 383740 2771500    0    0     0    26  255  545  1  1 99  0  0
